Season,TeamID,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Dbl Dbl
2020-2021,,Ut Martin,Ovc,21,Zoe Merriweather,Fr,MB,6-1,9,6.0,22,18,15,74,0.041,,1.0,1.0,6.0,,,2.0,20.0,1.0,31.0,,,
2020-2021,,Utah,Pac-12,11,Alexa Van Komen,Jr,L/DS,5-8,8,1.0,10,0,0,0,,,,1.0,4.0,,1.0,,,,,,,
2020-2021,,Utah,Pac-12,16,Allie Olsen,Fr,MB,6-3,5,1.0,11,3,1,11,0.182,,,,,,,1.0,4.0,1.0,6.0,,,
2020-2021,,Utah,Pac-12,1,Dani Drews,Sr,OH,6-0,18,18.0,66,344,128,820,0.263,14.0,18.0,16.0,170.0,,14.0,3.0,27.0,3.0,378.5,,,
2020-2021,,Utah,Pac-12,3,Emily Smith,So,S,5-9,13,1.0,36,0,0,2,0.0,22.0,9.0,10.0,15.0,,,,,,9.0,,,
2020-2021,,Utah,Pac-12,10,Kennedi Evans,So,MB,6-2,17,15.0,61,69,32,184,0.201,1.0,,,20.0,,,3.0,54.0,1.0,99.0,1.0,,
2020-2021,,Utah,Pac-12,4,Kenzie Koerber,Sr,OPP,6-3,16,16.0,58,163,54,412,0.265,12.0,26.0,22.0,168.0,,10.0,5.0,39.0,6.0,213.5,,,
2020-2021,,Utah,Pac-12,5,Leah Schmidt,So,OH,6-3,18,,18,2,1,8,0.125,,3.0,6.0,6.0,,1.0,,,,5.0,,,
2020-2021,,Utah,Pac-12,13,Madelyn Robinson,Jr,OH,5-10,17,8.0,52,131,49,331,0.248,1.0,9.0,23.0,62.0,,6.0,1.0,16.0,1.0,149.0,,,
2020-2021,,Utah,Pac-12,14,Megan Yett,Jr,OH,6-1,16,5.0,51,19,8,61,0.18,6.0,9.0,14.0,105.0,,13.0,,4.0,,30.0,,,
2020-2021,,Utah,Pac-12,6,Naya Dong,Fr,DS,5-5,4,,4,0,0,0,,,,,1.0,,,,,,,,,
2020-2021,,Utah,Pac-12,19,Phoebe Grace,Jr,MB,6-2,18,18.0,64,76,20,164,0.341,1.0,,,11.0,,,9.0,58.0,3.0,114.0,,,
2020-2021,,Utah,Pac-12,9,Saige Ka'Aha'Aina-Torres,Jr,S,6-0,18,18.0,66,39,9,121,0.248,697.0,13.0,18.0,208.0,,1.0,4.0,27.0,3.0,69.5,8.0,,
2020-2021,,Utah,Pac-12,2,Sarah Stephens,So,DS,5-4,3,,3,0,0,0,,,,,1.0,,,,,,,,,
2020-2021,,Utah,Pac-12,8,Sommer Daniel,Fr,S,5-8,11,2.0,28,0,0,0,,2.0,5.0,10.0,30.0,,4.0,,,,5.0,,,
2020-2021,,Utah,Pac-12,17,Vanessa Ramirez,Fr,L/DS,5-4,18,0.0,66,1,1,12,0.0,59.0,15.0,12.0,188.0,,16.0,,,,16.0,1.0,,
2020-2021,,Utah,Pac-12,7,Zoe Weatherington,So,OH,6-2,9,5.0,22,60,30,142,0.211,2.0,,,11.0,,,,4.0,4.0,62.0,1.0,,
2020-2021,,Utah St.,Mountain West,13,Abby Peterson,Fr,DS,5-8,15,1.0,58,1,0,4,0.25,41.0,13.0,18.0,213.0,,19.0,,,,14.0,,,
2020-2021,,Utah St.,Mountain West,12,Ashlee Mcune,So,S,5-8,14,5.0,33,1,2,5,-0.2,106.0,5.0,4.0,29.0,,,,,,6.0,3.0,,
2020-2021,,Utah St.,Mountain West,5,Autumn Spafford,Jr,MB,6-3,15,14.0,55,60,22,145,0.262,3.0,,,16.0,,1.0,6.0,59.0,6.0,95.5,,,
2020-2021,,Utah St.,Mountain West,9,Bailey Downing,Sr,OPP,6-0,15,15.0,58,131,72,402,0.147,4.0,2.0,7.0,32.0,,,1.0,42.0,5.0,155.0,,,
2020-2021,,Utah St.,Mountain West,21,Corinne Larsen,Jr,MB,6-3,15,15.0,58,125,43,290,0.283,1.0,14.0,25.0,17.0,,,5.0,55.0,4.0,171.5,,,
2020-2021,,Utah St.,Mountain West,6,Elle Nesbitt,Sr,S,6-1,20,,20,0,1,8,-0.125,48.0,1.0,1.0,16.0,,,,,,1.0,12.0,,
2020-2021,,Utah St.,Mountain West,4,Grace Dubay,So,DS,5-8,49,,49,0,0,3,0.0,11.0,7.0,15.0,111.0,,20.0,,,,7.0,,,
2020-2021,,Utah St.,Mountain West,3,Inka Mehtola,Fr,MB,6-0,4,,4,1,5,8,-0.5,,,,,,1.0,,2.0,,2.0,,,
2020-2021,,Utah St.,Mountain West,10,Kalena Vaivai,So,S,5-9,14,10.0,50,10,7,36,0.083,366.0,11.0,25.0,100.0,,1.0,,20.0,,31.0,7.0,,
2020-2021,,Utah St.,Mountain West,1,Kristy Frank,Jr,OH,5-9,11,11.0,42,110,51,322,0.183,5.0,10.0,21.0,86.0,,11.0,,17.0,1.0,128.5,1.0,,
2020-2021,,Utah St.,Mountain West,2,Tatum Stall,Fr,OH,6-0,15,15.0,58,145,88,489,0.117,8.0,18.0,20.0,131.0,,26.0,1.0,18.0,,173.0,,,
2020-2021,,Utah St.,Mountain West,11,Whitney Solosabal-Parks,Jr,OH,5-10,15,4.0,43,69,40,249,0.116,8.0,7.0,10.0,48.0,,9.0,,22.0,1.0,87.0,,,
2020-2021,,Utah Tech,Wac,6,Brittyn Haney,Fr,L/DS,5-6,14,1.0,27,1,0,4,0.25,4.0,,,32.0,,4.0,,,,1.0,1.0,,
2020-2021,,Utah Tech,Wac,11,Chayse Daugherty,So,OH,5-9,10,4.0,27,44,19,150,0.167,3.0,1.0,9.0,30.0,,6.0,1.0,6.0,,49.0,,,
2020-2021,,Utah Tech,Wac,17,Elise Porter,Fr,RS,6-1,1,,1,0,0,0,,,,,,,,,,,,,,
2020-2021,,Utah Tech,Wac,14,Hannah Howard,Fr,OH,6-1,9,2.0,22,17,16,82,0.012,2.0,,1.0,5.0,,1.0,,6.0,,20.0,1.0,,
2020-2021,,Utah Tech,Wac,1,Jordyn Nelson,Sr,S,5-6,9,9.0,30,9,2,34,0.206,249.0,6.0,7.0,78.0,,,1.0,,,16.0,1.0,,
2020-2021,,Utah Tech,Wac,2,Kate Hardy,Fr,MB,6-1,17,17.0,55,103,26,236,0.326,5.0,3.0,4.0,25.0,,,11.0,41.0,,137.5,3.0,,
2020-2021,,Utah Tech,Wac,10,Lacie Tenney,Jr,MB,6-1,2,,2,1,1,6,0.0,,,,1.0,,,,3.0,,2.5,,,
2020-2021,,Utah Tech,Wac,16,Lauolive Tonga,Jr,MB,5-10,17,17.0,56,116,33,265,0.313,2.0,2.0,11.0,40.0,,1.0,4.0,38.0,1.0,141.0,,,
2020-2021,,Utah Tech,Wac,9,Lizzy Clark,Sr,MB,6-1,23,,23,23,11,69,0.174,,1.0,3.0,11.0,,,2.0,9.0,,30.5,,,
2020-2021,,Utah Tech,Wac,13,Megan Treanor,Sr,RS,6-1,17,17.0,56,171,83,492,0.179,168.0,25.0,34.0,127.0,,1.0,4.0,30.0,9.0,215.0,6.0,3.0,
2020-2021,,Utah Tech,Wac,3,Miranda Ekblad,Jr,MB,6-1,2,,2,1,0,1,1.0,,,,,,,,,,1.0,,,
2020-2021,,Utah Tech,Wac,7,Mykenna Nelson,So,L,5-8,57,,57,1,0,21,0.048,39.0,12.0,10.0,270.0,,7.0,,,,13.0,1.0,,
2020-2021,,Utah Tech,Wac,4,Rebekah Farris,Jr,L/DS,5-9,17,8.0,55,2,4,13,-0.154,10.0,8.0,15.0,130.0,,11.0,,,,10.0,2.0,,
2020-2021,,Utah Tech,Wac,12,Siara Roberts,Jr,S,6-0,11,3.0,28,7,5,36,0.056,73.0,5.0,12.0,42.0,,,1.0,,,13.0,2.0,,
2020-2021,,Utah Tech,Wac,8,Sydney Johnson,Sr,OH,5-9,15,7.0,44,86,35,259,0.197,3.0,,5.0,36.0,,7.0,1.0,12.0,4.0,93.0,2.0,,
2020-2021,,Utah Tech,Wac,20,Taela Laufiso,So,S,6-0,7,4.0,17,3,2,19,0.053,93.0,1.0,3.0,21.0,,,,6.0,,7.0,5.0,,
2020-2021,,Utah Tech,Wac,15,Whittnee Nihipali,Jr,OH,6-2,16,13.0,53,149,49,406,0.246,10.0,1.0,3.0,96.0,,9.0,1.0,17.0,5.0,159.5,,,
2020-2021,,Utah Valley,Wac,4,Abbie Medeiros,Fr,S,5-8,20,1.0,74,14,1,43,0.302,296.0,24.0,34.0,92.0,,,,1.0,,38.5,7.0,,
2020-2021,,Utah Valley,Wac,8,Abbie Vincent,So,L/DS,5-7,14,0.0,36,1,1,6,0.0,1.0,7.0,7.0,34.0,,2.0,,,,8.0,,,
2020-2021,,Utah Valley,Wac,7,Brooke Barnes,Fr,S,5-6,1,,1,1,0,1,1.0,,,,,,,,,,1.0,,,
2020-2021,,Utah Valley,Wac,14,Bryton Nixon,Fr,L/DS,5-5,20,1.0,74,2,2,17,0.0,19.0,32.0,16.0,168.0,,9.0,,1.0,,34.5,,,
2020-2021,,Utah Valley,Wac,15,Caleigh Vagana,So,OH,5-11,11,2.0,32,29,23,91,0.066,,,,11.0,,,3.0,17.0,5.0,40.5,,,
2020-2021,,Utah Valley,Wac,5,Elena Buhler,So,DS,5-11,1,0.0,1,1,1,2,0.0,,,,,,,,,,1.0,,,
2020-2021,,Utah Valley,Wac,13,Jaysa Funk Stratton,Sr,S,6-0,20,19.0,74,7,4,29,0.103,480.0,20.0,11.0,156.0,,,2.0,17.0,1.0,37.5,1.0,,
2020-2021,,Utah Valley,Wac,18,Kaili Downs,Jr,RS,6-2,19,4.0,50,57,30,202,0.134,,,,14.0,,,,24.0,2.0,69.0,1.0,,
2020-2021,,Utah Valley,Wac,9,Kazna Tanuvasa,Jr,OH,5-11,18,18.0,65,231,101,573,0.227,4.0,5.0,8.0,73.0,,16.0,3.0,24.0,2.0,251.0,1.0,,
2020-2021,,Utah Valley,Wac,1,Ke'Ilani Sedrick,Fr,L/DS,5-3,8,0.0,12,0,0,0,,,,,3.0,,1.0,,1.0,,0.5,,,
2020-2021,,Utah Valley,Wac,17,Kendra Nock,Fr,MB,6-4,20,20.0,71,133,65,328,0.207,8.0,,,13.0,,1.0,2.0,94.0,8.0,182.0,1.0,,
2020-2021,,Utah Valley,Wac,16,Kristen Bell,Sr,OH,6-2,20,19.0,73,174,70,610,0.17,5.0,5.0,12.0,111.0,,15.0,5.0,38.0,,203.0,,,
2020-2021,,Utah Valley,Wac,12,Makayla Broadbent,So,MB,6-2,6,0.0,8,2,4,17,-0.118,,,3.0,2.0,,,,11.0,,7.5,,,
2020-2021,,Utah Valley,Wac,19,Maranda Woolf,Fr,MB,6-2,4,,4,0,0,0,,,,,,,,,,,,,,
2020-2021,,Utah Valley,Wac,3,Natalia Andrus,So,MB,6-0,11,5.0,24,31,9,70,0.314,,2.0,6.0,12.0,,,1.0,26.0,2.0,47.0,1.0,,
2020-2021,,Utah Valley,Wac,11,Sadie Hamson,Jr,MB,6-0,18,15.0,49,65,29,178,0.202,4.0,6.0,6.0,20.0,,1.0,5.0,58.0,8.0,105.0,,,
2020-2021,,Utah Valley,Wac,6,Seren Jardine,Sr,L/DS,5-8,20,0.0,74,4,1,8,0.375,59.0,14.0,11.0,356.0,,16.0,,,,18.0,2.0,,
2020-2021,,Utah Valley,Wac,2,Tori Ellis,So,OH,6-4,20,16.0,72,179,75,490,0.212,5.0,2.0,4.0,47.0,,13.0,,67.0,3.0,214.5,,,
2020-2021,,Utep,Cusa,22,Abigail Padilla,Fr,OH,5-8,3,0.0,6,0,0,0,,1.0,2.0,1.0,2.0,,,,,,2.0,,,
2020-2021,,Utep,Cusa,2,Alianza Darley,So,OH,5-11,17,17.0,62,117,48,286,0.241,4.0,,1.0,24.0,,,6.0,40.0,5.0,143.0,1.0,,
2020-2021,,Utep,Cusa,3,Alyssa Sianez,Fr,DS,5-3,15,0.0,56,0,0,0,,26.0,5.0,9.0,105.0,,5.0,,,,5.0,,,
2020-2021,,Utep,Cusa,10,Ava Palm,Fr,OH,6-0,17,14.0,57,117,57,325,0.185,11.0,28.0,32.0,105.0,,14.0,4.0,13.0,7.0,155.5,,,
2020-2021,,Utep,Cusa,8,Carissa Mcgarity,Jr,MB,6-1,2,1.0,14,17,4,40,0.325,,,,4.0,,,1.0,5.0,,20.5,,,
2020-2021,,Utep,Cusa,11,Cheyenne Jones,Sr,OH,6-1,14,1.0,50,153,48,323,0.325,1.0,,1.0,13.0,,,3.0,20.0,3.0,166.0,,,
2020-2021,,Utep,Cusa,9,Hande Yetis,Fr,S,5-10,14,1.0,50,0,2,7,-0.286,257.0,14.0,33.0,71.0,,,,,,14.0,23.0,,
2020-2021,,Utep,Cusa,5,Hula Crisostomo,Jr,DS,5-1,9,0.0,34,2,0,5,0.4,29.0,6.0,13.0,140.0,,8.0,,,,8.0,,,
2020-2021,,Utep,Cusa,14,Irbe Lazda,Fr,MB,6-3,9,,9,22,10,48,0.25,,,,,,,,6.0,,25.0,1.0,,
2020-2021,,Utep,Cusa,18,Jessica Landeros,So,OH,5-11,7,2.0,12,5,5,15,0.0,,,,1.0,,,,5.0,,7.5,,,
2020-2021,,Utep,Cusa,20,Kenidy Howard,So,MB,5-11,17,16.0,61,87,39,196,0.245,6.0,9.0,25.0,31.0,,1.0,8.0,43.0,5.0,125.5,1.0,,
2020-2021,,Utep,Cusa,15,Kristen Fritsche,Jr,S,5-8,17,16.0,63,17,3,45,0.311,377.0,19.0,15.0,139.0,,,,1.0,,36.5,4.0,,
2020-2021,,Utep,Cusa,6,Mallory Yost,Sr,MB,6-1,3,3.0,22,12,11,45,0.022,1.0,,2.0,3.0,,1.0,3.0,13.0,1.0,21.5,,,
2020-2021,,Utep,Cusa,17,Marina Sanchez,Fr,OH,5-11,12,,12,7,2,13,0.385,,1.0,1.0,3.0,,,1.0,2.0,,10.0,,,
2020-2021,,Utep,Cusa,13,Paulina Perez Rosas,Jr,OH,6-0,17,16.0,59,147,55,392,0.235,7.0,13.0,23.0,146.0,,7.0,5.0,12.0,7.0,171.0,,,
2020-2021,,Utep,Cusa,12,Sadie Vente,Fr,S,5-10,0,0.0,2,0,0,0,,1.0,,,,,,,,,,,,
2020-2021,,Utep,Cusa,4,Savana Trahan,Fr,L,5-2,14,0.0,31,0,0,0,,8.0,4.0,5.0,32.0,,9.0,,,,4.0,,,
2020-2021,,Utep,Cusa,1,Serena Patterson,Jr,OH,5-10,17,15.0,63,175,62,487,0.232,8.0,7.0,5.0,60.0,,3.0,5.0,26.0,6.0,200.0,1.0,,
2020-2021,,Utep,Cusa,19,Shelby Ballard,Fr,MB,5-11,3,,3,0,0,0,,,,,,,,,,,,,,
2020-2021,,Utep,Cusa,7,Sophia Chacon,So,S,5-7,5,0.0,15,0,0,0,,54.0,6.0,5.0,14.0,,,,,,6.0,4.0,,
2020-2021,,Utrgv,Wac,17,Ada Bulgur,Fr,OH,6-1,17,12.0,52,87,55,305,0.105,2.0,12.0,10.0,37.0,,1.0,,14.0,1.0,106.0,,,
2020-2021,,Utrgv,Wac,5,Carter Helmcamp,Jr,S,5-8,6,,6,1,0,2,0.5,6.0,1.0,,9.0,,1.0,,1.0,,2.5,,,
2020-2021,,Utrgv,Wac,3,Debora Nazario,Sr,S,5-10,17,13.0,56,20,12,81,0.099,228.0,4.0,13.0,113.0,,1.0,,12.0,2.0,30.0,2.0,,
2020-2021,,Utrgv,Wac,11,Ioanna Charitonidi,So,L,5-11,13,3.0,38,4,5,33,-0.03,14.0,2.0,3.0,74.0,,16.0,,1.0,,6.5,,,
2020-2021,,Utrgv,Wac,2,Mackenzie Coates,Sr,S,6-1,10,10.0,32,26,7,60,0.317,269.0,3.0,5.0,78.0,,,1.0,10.0,1.0,35.0,9.0,,
2020-2021,,Utrgv,Wac,7,Pamela Moreira,Jr,RS,6-0,13,3.0,38,18,7,63,0.175,,2.0,,64.0,,,,4.0,,22.0,,,
2020-2021,,Utrgv,Wac,10,Revna Cakir,Fr,MB,6-0,1,1.0,2,3,0,3,1.0,1.0,,,,,,,1.0,,3.5,,,
2020-2021,,Utrgv,Wac,6,Samaret Caraballo,Sr,OH,5-10,17,8.0,56,84,38,296,0.155,32.0,6.0,10.0,204.0,,21.0,2.0,6.0,3.0,95.0,2.0,,
2020-2021,,Utrgv,Wac,8,Sarah Cruz,Jr,OH,6-2,17,17.0,54,93,72,340,0.062,12.0,10.0,20.0,66.0,,9.0,9.0,31.0,5.0,127.5,,,
2020-2021,,Utrgv,Wac,14,Veronika Jandova,Sr,MB,6-2,17,17.0,56,135,52,326,0.255,4.0,11.0,8.0,40.0,,,6.0,33.0,4.0,168.5,1.0,,
2020-2021,,Utrgv,Wac,9,Victoire Nama,So,RS,6-2,13,12.0,42,120,55,387,0.168,7.0,10.0,7.0,82.0,,13.0,5.0,11.0,4.0,140.5,3.0,,
2020-2021,,Utrgv,Wac,4,Yasmim Da Silva,Jr,OH,5-11,10,6.0,28,39,32,141,0.05,4.0,3.0,8.0,57.0,,12.0,1.0,6.0,,46.0,1.0,,
2020-2021,,Utsa,Cusa,21,Alexis Pratt,Sr,L/DS,5-7,17,6.0,59,0,1,2,-0.5,8.0,8.0,9.0,61.0,,7.0,,,,8.0,,,
2020-2021,,Utsa,Cusa,26,Alicia Coppedge,Fr,MB,6-1,7,2.0,16,9,1,23,0.348,,,,1.0,,,1.0,7.0,1.0,13.5,,,
2020-2021,,Utsa,Cusa,14,Alison Jennings,Jr,MH,6-0,16,11.0,48,67,23,177,0.249,2.0,3.0,7.0,22.0,,1.0,3.0,27.0,1.0,86.5,1.0,,
2020-2021,,Utsa,Cusa,16,Amanda Ifeanyichukwu,Fr,MB,5-11,12,5.0,34,77,20,165,0.345,2.0,2.0,3.0,6.0,,,5.0,10.0,,89.0,,,
2020-2021,,Utsa,Cusa,2,Bianca Ejesieme,So,OH,5-9,17,8.0,70,160,76,454,0.185,9.0,,1.0,36.0,,,7.0,43.0,4.0,188.5,,,
2020-2021,,Utsa,Cusa,8,Courtney Walters,So,S,5-10,18,18.0,73,46,20,140,0.186,704.0,23.0,31.0,159.0,,,1.0,13.0,4.0,76.5,13.0,,
2020-2021,,Utsa,Cusa,20,Hannah Lopez,Jr,OH,5-8,12,6.0,43,90,34,275,0.204,6.0,6.0,10.0,91.0,,10.0,,2.0,,97.0,1.0,,
2020-2021,,Utsa,Cusa,11,Hunter Coppola,So,OH,6-1,16,13.0,65,173,71,609,0.167,4.0,5.0,10.0,62.0,,7.0,4.0,18.0,2.0,191.0,,,
2020-2021,,Utsa,Cusa,12,Jessica Langridge,So,MB,6-2,16,16.0,60,100,35,211,0.308,,1.0,2.0,14.0,,1.0,8.0,42.0,2.0,130.0,,,
2020-2021,,Utsa,Cusa,9,Kelsey Carpenter,Fr,OH,6-2,27,,27,20,11,62,0.145,,,,5.0,,,,3.0,,21.5,,,
2020-2021,,Utsa,Cusa,10,Kirby Smith,Jr,OH,5-10,16,15.0,65,161,100,574,0.106,19.0,10.0,41.0,182.0,,19.0,3.0,6.0,,177.0,,,
2020-2021,,Utsa,Cusa,25,Maddie Thayer,Fr,DS,5-6,13,2.0,44,1,2,9,-0.111,3.0,10.0,15.0,63.0,,6.0,,,,11.0,,,
2020-2021,,Utsa,Cusa,1,Mia Perales,Jr,S,5-6,16,5.0,60,2,0,3,0.667,59.0,5.0,8.0,93.0,,9.0,,,,7.0,1.0,,
2020-2021,,Utsa,Cusa,24,Mia Ybarra,Jr,DS,5-4,74,,74,1,1,6,0.0,50.0,19.0,27.0,342.0,,22.0,,,,20.0,,,
2020-2021,,Utsa,Cusa,7,Skyeler Embry,Jr,OH,6-0,9,1.0,18,14,6,43,0.186,,2.0,1.0,4.0,,,,3.0,,17.5,,,
2020-2021,,Valparaiso,Mvc,16,Ally Cummings,Sr,RS,5-11,12,5.0,36,21,10,90,0.122,3.0,,1.0,36.0,,,,10.0,1.0,26.0,,,
2020-2021,,Valparaiso,Mvc,10,Bella Ravotto,So,OH,5-8,20,11.0,82,44,39,228,0.022,28.0,17.0,15.0,276.0,,10.0,,2.0,,62.0,,,
2020-2021,,Valparaiso,Mvc,1,Haley Hart,Jr,MH,6-1,19,18.0,77,196,71,476,0.263,3.0,1.0,3.0,35.0,,1.0,11.0,61.0,2.0,238.5,,,
2020-2021,,Valparaiso,Mvc,11,Jaclyn Bulmahn,Sr,OH,6-0,20,10.0,80,244,68,667,0.264,3.0,,,37.0,,6.0,4.0,26.0,2.0,261.0,1.0,,
2020-2021,,Valparaiso,Mvc,4,Jillie Grant,Jr,OH,5-11,20,20.0,82,232,106,815,0.155,20.0,17.0,19.0,260.0,,28.0,2.0,21.0,5.0,261.5,,,
2020-2021,,Valparaiso,Mvc,6,Kara Cooper,So,MH,6-3,8,4.0,27,34,15,106,0.179,1.0,1.0,1.0,1.0,,,1.0,14.0,4.0,43.0,,,
2020-2021,,Valparaiso,Mvc,32,Maddy Boyer,So,OH,6-0,15,7.0,49,67,43,210,0.114,3.0,,1.0,36.0,,3.0,2.0,28.0,1.0,83.0,,,
2020-2021,,Valparaiso,Mvc,13,Makayla Geise,So,OH,6-1,1,,1,0,0,0,,,,,,,,,,,,,,
2020-2021,,Valparaiso,Mvc,8,Mallory Januski,Fr,MH,6-2,2,,2,2,0,6,0.333,1.0,,,,,,1.0,1.0,,3.5,,,
2020-2021,,Valparaiso,Mvc,2,Melissa Flynders,Sr,DS,5-8,20,5.0,82,3,6,30,-0.1,28.0,9.0,18.0,230.0,,10.0,,,,12.0,,,
2020-2021,,Valparaiso,Mvc,17,Peyton Mccarthy,Sr,MH,6-1,20,20.0,82,189,72,488,0.24,4.0,19.0,23.0,62.0,,,9.0,62.0,5.0,248.0,,,
2020-2021,,Valparaiso,Mvc,5,Rachel Speck,So,MH,6-1,4,1.0,4,1,1,6,0.0,,,,,,,,1.0,,1.5,,,
2020-2021,,Valparaiso,Mvc,7,Rylee Cookerly,Sr,L,5-2,73,,73,3,2,8,0.125,95.0,10.0,14.0,422.0,,14.0,,,,13.0,,,
2020-2021,,Valparaiso,Mvc,3,Victoria Bulmahn,Fr,S,5-10,19,19.0,77,41,24,176,0.097,835.0,18.0,25.0,275.0,,1.0,,30.0,16.0,74.0,2.0,,
2020-2021,,Vcu,Atlantic 10,10,Addison Foote,Fr,OH,6-0,11,1.0,26,9,9,45,0.0,1.0,,1.0,27.0,,2.0,,4.0,,11.0,,,
2020-2021,,Vcu,Atlantic 10,6,Alyna Draper,Jr,L,5-6,61,,61,2,1,5,0.2,42.0,7.0,11.0,262.0,,29.0,,,,9.0,,,
2020-2021,,Vcu,Atlantic 10,4,Christina Butera,Fr,L/DS,5-5,23,,23,0,0,0,,1.0,2.0,1.0,9.0,,,,,,2.0,,,
2020-2021,,Vcu,Atlantic 10,2,Corinna Jones,Fr,S,5-9,18,4.0,60,7,4,30,0.1,325.0,11.0,11.0,122.0,,,1.0,6.0,,22.0,6.0,,
2020-2021,,Vcu,Atlantic 10,16,Dani Jo David,Jr,S,5-7,15,14.0,52,7,1,19,0.316,289.0,6.0,18.0,89.0,,1.0,,,1.0,13.0,1.0,,
2020-2021,,Vcu,Atlantic 10,5,Jasmine Knight,Fr,MB,6-0,18,18.0,61,134,37,302,0.321,,,,18.0,,,4.0,75.0,1.0,175.5,2.0,,
2020-2021,,Vcu,Atlantic 10,12,Kaelyn O'Brien,Fr,S,6-1,23,,23,1,5,18,-0.222,33.0,,3.0,15.0,,,,9.0,1.0,5.5,1.0,,
2020-2021,,Vcu,Atlantic 10,14,Kylie Loftis,Fr,MB,6-1,18,18.0,61,80,21,228,0.259,3.0,12.0,10.0,37.0,,1.0,6.0,54.0,3.0,125.0,1.0,,
2020-2021,,Vcu,Atlantic 10,7,Lauren King,Fr,OPP,6-1,9,9.0,29,89,15,206,0.359,,,,21.0,,,,28.0,3.0,103.0,,,
2020-2021,,Vcu,Atlantic 10,18,Paula Neciporuka,Sr,OH,5-8,18,18.0,61,166,65,483,0.209,13.0,24.0,11.0,214.0,,11.0,1.0,21.0,,201.5,,,
2020-2021,,Vcu,Atlantic 10,11,Qairo Bentley,So,OH,6-0,18,18.0,61,175,78,513,0.189,11.0,13.0,8.0,170.0,,33.0,,31.0,2.0,203.5,3.0,,
2020-2021,,Vcu,Atlantic 10,17,Sabria Cooper,So,MB,6-2,18,8.0,55,95,39,268,0.209,2.0,,1.0,24.0,,,1.0,29.0,2.0,110.5,,,
2020-2021,,Vcu,Atlantic 10,15,Veronica Brod Farias,Sr,MB,6-1,11,,11,22,6,65,0.246,1.0,1.0,,3.0,,,1.0,7.0,,27.5,,,
2020-2021,,Villanova,Big East,35,Abby Keevins,Fr,L/DS,5-8,11,,11,0,0,1,0.0,,2.0,3.0,1.0,,,,,,2.0,,,
2020-2021,,Villanova,Big East,11,Andrea Campos,Fr,S,5-8,23,,23,3,1,7,0.286,94.0,2.0,4.0,22.0,,,,1.0,,5.5,,,
2020-2021,,Villanova,Big East,5,Anna Morse,Jr,L/DS,5-5,3,,3,0,0,0,,,,,2.0,,,,,,,,,
2020-2021,,Villanova,Big East,3,Averi Salvador,Sr,L/DS,5-4,30,,30,1,0,2,0.5,13.0,13.0,6.0,131.0,,2.0,,,,14.0,,,
2020-2021,,Villanova,Big East,13,Belle Morgan,So,S,6-1,10,10.0,40,22,5,47,0.362,328.0,10.0,15.0,40.0,,,,19.0,1.0,41.5,6.0,,
2020-2021,,Villanova,Big East,33,Clare Delaplane,Jr,OH,5-11,10,9.0,42,94,44,298,0.168,8.0,12.0,22.0,125.0,,19.0,1.0,12.0,,113.0,3.0,,
2020-2021,,Villanova,Big East,24,Emily Curtis,Jr,S,5-8,12,,12,0,0,0,,,2.0,3.0,2.0,,,,,,2.0,,,
2020-2021,,Villanova,Big East,17,Kathleen Johnson,So,MH,5-11,4,3.0,15,31,16,82,0.183,,,2.0,8.0,,,,3.0,,32.5,1.0,,
2020-2021,,Villanova,Big East,23,Kiera Booth,Fr,MB,6-2,9,5.0,35,61,21,153,0.261,1.0,,2.0,3.0,,1.0,4.0,31.0,1.0,80.5,2.0,,
2020-2021,,Villanova,Big East,7,Maddie Schieder,So,DS,5-4,33,,33,0,0,1,0.0,6.0,4.0,12.0,24.0,,4.0,,,,4.0,,,
2020-2021,,Villanova,Big East,4,Madeline Barber,Fr,MB,6-2,8,8.0,33,49,22,123,0.22,1.0,,5.0,9.0,,,1.0,27.0,1.0,63.5,,,
2020-2021,,Villanova,Big East,15,Mallory Potts,Sr,OH,6-0,8,5.0,29,51,20,176,0.176,1.0,,,15.0,,,,13.0,,57.5,,,
2020-2021,,Villanova,Big East,16,Olivia Brown,Jr,MB,6-4,1,,1,0,0,0,,,,,,,,,,,,,,
2020-2021,,Villanova,Big East,6,Riley Homer,Fr,OH,6-2,10,8.0,37,112,44,333,0.204,3.0,11.0,22.0,54.0,,10.0,1.0,18.0,2.0,133.0,,,
2020-2021,,Villanova,Big East,12,Sanaa Barnes,Jr,RS,5-9,1,,1,0,0,0,,,,,,,,,,,,,,
2020-2021,,Villanova,Big East,21,Sarah Allman,Sr,L/DS,5-8,10,3.0,43,0,0,0,,6.0,11.0,29.0,68.0,,12.0,,,,11.0,,,
2020-2021,,Villanova,Big East,1,Sophia Howling,Jr,MH,6-2,8,8.0,30,77,25,158,0.329,,1.0,4.0,6.0,,1.0,6.0,28.0,,98.0,1.0,,
2020-2021,,Villanova,Big East,9,Taryn Whittingham,Fr,L/DS,5-6,1,1.0,3,0,0,0,,,,1.0,7.0,,6.0,,,,,,,
